Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
57000,2.8393,41,1992,421,1006,419,35.42,-119.05,122407.0691,168994.0504,347388.8323,331854.587,399484.0389
63200,2.325,35,2353,483,1368,455,35.42,-119.05,122407.0691,168994.0504,347388.8323,331854.587,399484.0389
67000,2.0575,21,2534,554,1297,517,35.41,-119.02,122564.718,166811.9118,345053.0299,334640.9684,402250.736
51900,1.97,41,2221,516,1106,473,35.41,-119.02,122564.718,166811.9118,345053.0299,334640.9684,402250.736
53200,2.0331,37,1761,443,911,365,35.41,-119.03,122169.9626,167202.552,345510.8688,333953.5344,401575.6027
69400,3.0625,25,1577,310,844,309,35.41,-119.04,121780.7542,167597.2638,345970.5529,333267.0861,400901.3186
51400,1.3222,31,2348,701,1413,611,35.41,-119.02,122564.718,166811.9118,345053.0299,334640.9684,402250.736
63500,2.1818,35,2608,620,1566,583,35.4,-119.03,121168.3634,166201.1031,344552.3721,334679.8819,402318.8256
67500,1.3587,20,3268,833,1622,758,35.41,-119.04,121780.7542,167597.2638,345970.5529,333267.0861,400901.3186
132000,5.5261,10,4159,608,2089,591,35.42,-119.08,121299.8138,170206.9814,348780.3562,329799.9692,397465.3967
107600,2.6812,19,3889,832,1872,731,35.42,-119.07,121663.1864,169798.717,348314.6982,330483.8375,398137.4149
130600,5.6235,12,3449,522,1754,551,35.41,-119.09,119919.7809,169630.8916,348296.3961,329849.8439,397542.7881
2.00E+05,10.0263,52,154,28,37,16,35.42,-119.11,120244.5896,171455.1594,350188.143,327754.4653,395454.5702
237500,4.8571,28,254,35,118,37,35.43,-119.09,121966.2304,171608.946,350200.191,328386.5113,396047.4108
126400,3.8611,18,1894,319,846,317,35.4,-119.05,120389.0213,166999.4256,345476.2461,333310.7936,400973.4385
132200,5.575,10,6435,1040,3242,1030,35.39,-119.08,118246.7473,167239.3664,345924.922,332000.2112,399712.5706
44600,1.7109,11,8739,2190,4781,1919,35.4,-119.01,121969.9947,165419.1218,343635.8868,336052.9283,403667.6199
59400,1.8289,29,1820,459,1134,419,35.39,-119.01,120977.0595,164414.2332,342675.6413,336778.5896,404410.2233
50600,1.4427,36,790,224,426,208,35.38,-119.01,119986.2118,163410.7312,341716.3148,337506.3521,405154.515
60000,1.3527,30,227,75,169,101,35.39,-119.02,120570.1112,164805.5861,343134.292,336092.9715,403736.5583
90400,4.0208,43,2225,392,890,374,35.4,-118.99,122793.4789,164653.7146,342726.8496,337429.8845,405019.7874
84600,3.5714,48,1908,331,789,321,35.4,-118.99,122793.4789,164653.7146,342726.8496,337429.8845,405019.7874
93900,4.3906,44,2250,378,928,379,35.4,-119,122379.0325,165034.3319,343180.4335,336740.9207,404343.2841
79400,3.7708,42,2839,516,1203,487,35.39,-119,121389.4937,164027.0384,342218.8545,337465.189,405084.7341
72100,2.8295,51,1373,284,648,300,35.39,-119,121389.4937,164027.0384,342218.8545,337465.189,405084.7341
85500,3.996,36,1896,315,937,303,35.41,-118.97,124619.8293,164920.787,342791.773,338092.7114,405638.9923
76200,3.1906,34,1859,323,854,309,35.4,-118.97,123638.379,163905.1136,341825.3198,338810.7028,406375.2943
69800,2.8393,34,813,171,440,170,35.4,-118.98,123213.2792,164277.2988,342275.1425,338119.8139,405697.1255
73100,2.9821,36,1443,273,680,259,35.4,-118.98,123213.2792,164277.2988,342275.1425,338119.8139,405697.1255
76600,3.4205,36,1864,331,1052,325,35.4,-118.98,123213.2792,164277.2988,342275.1425,338119.8139,405697.1255
94500,3.875,36,1482,266,640,274,35.41,-118.98,124198.1408,165290.6399,343240.2748,337400.4396,404959.6765
89000,3.2325,28,4667,875,2404,841,35.4,-118.96,124068.7238,163537.1878,341377.3888,339502.5455,407054.2897
87100,2.947,29,3548,729,1542,659,35.41,-118.96,125046.7441,164555.177,342345.1608,338785.933,406319.1321
101700,3.6875,23,4483,894,2136,883,35.4,-118.95,124504.2592,163173.5502,340931.357,340195.3362,407734.1074
89100,3.5524,27,2473,400,1271,427,35.4,-118.96,124068.7238,163537.1878,341377.3888,339502.5455,407054.2897
79000,3.1297,23,5624,1148,2842,1042,35.39,-118.96,123092.9773,162520.4297,340410.4968,340221.2808,407791.1516
92900,3.6734,34,2047,347,888,352,35.38,-118.96,122119.5589,161504.926,339444.4923,340942.1254,408529.7087
95200,3.5938,35,2220,388,906,373,35.38,-118.95,122562.1297,161136.6119,338995.8084,341632.1705,409207.2465
85600,3.0568,41,2417,435,973,406,35.38,-118.96,122119.5589,161504.926,339444.4923,340942.1254,408529.7087
87000,3.7533,26,4800,831,2365,743,35.38,-118.94,123009.8691,160772.6495,338549.0358,342323.1653,409885.6077
83100,3.725,30,2594,478,1419,480,35.38,-118.95,122562.1297,161136.6119,338995.8084,341632.1705,409207.2465
70600,3.8307,33,3122,579,1733,545,35.38,-118.92,123920.6287,160057.8985,337661.2545,343707.9817,411244.7837
99500,3.875,21,3999,727,1889,688,35.41,-118.95,125478.8317,164193.8384,341900.4456,339480.0987,407000.0916
104600,4.2214,14,5548,941,2815,935,35.4,-118.94,124944.931,162814.2296,340487.232,340889.0689,408414.7433
139100,5.4592,27,3074,452,1223,452,35.39,-118.94,123976.189,161792.8389,339517.6965,341605.061,409149.3266
194100,7.7751,13,3137,417,1318,397,35.39,-118.94,123976.189,161792.8389,339517.6965,341605.061,409149.3266
100800,3.0938,6,4656,971,2320,935,35.41,-118.9,127715.0038,162452.2007,339705.5841,342964.8855,410417.0431
143000,6.3639,10,3216,526,1539,483,35.41,-118.94,125916.039,163836.7993,341457.6348,340175.2025,407681.8669
113000,2.569,10,3587,774,1398,763,35.4,-118.91,126297.2231,161762.4557,339166.3717,342975.8626,410461.52
87000,3.5441,14,2458,433,1352,411,35.37,-118.87,124958.0874,157314.2759,334498.7336,347896.9909,415386.9412
67600,3.3462,32,4121,755,2590,721,35.37,-118.91,123430.5931,158681.2302,336248.4963,345117.9181,412660.1688
105300,2.1111,20,1351,255,762,253,35.34,-118.88,121538.7092,154557.5585,332011.179,349349.6101,416907.7618
75700,2.4919,17,3589,701,1746,640,35.37,-118.92,122964.0399,159034.2657,336690.8162,344425.4632,411980.4899
62800,2.6903,34,2412,446,1558,421,35.37,-118.93,122502.4995,159391.7605,337135.0724,343733.9449,411301.6247
57600,2.0643,33,3372,741,2352,704,35.37,-118.94,122046.0288,159753.6846,337581.2574,343043.3688,410623.5773
59700,1.8523,23,1106,252,790,230,35.37,-118.94,122046.0288,159753.6846,337581.2574,343043.3688,410623.5773
61300,2.1588,34,1672,359,1059,349,35.37,-118.95,121594.6848,160120.008,338029.3634,342353.7406,409946.3516
57400,2.875,37,1667,362,971,335,35.37,-118.94,122046.0288,159753.6846,337581.2574,343043.3688,410623.5773
55400,1.6728,37,1475,327,946,295,35.37,-118.95,121594.6848,160120.008,338029.3634,342353.7406,409946.3516
52400,1.7467,41,1463,339,1066,318,35.37,-118.96,121148.5249,160490.7006,338479.3829,341665.0661,409269.9518
54300,1.365,40,1603,374,1026,337,35.37,-118.96,121148.5249,160490.7006,338479.3829,341665.0661,409269.9518
59500,2.774,38,2121,433,1547,441,35.39,-118.97,122659.1557,162890.6975,340859.7528,339530.8155,407113.2995
46800,1.625,32,1361,363,1483,297,35.38,-118.97,121682.2131,161877.5622,339895.0797,340253.0361,407852.9984
50000,1.0648,39,1497,383,1182,355,35.38,-118.98,121250.1487,162254.4907,340347.5633,339564.9082,407177.1197
48000,0.9951,42,1185,358,1038,299,35.38,-118.97,121682.2131,161877.5622,339895.0797,340253.0361,407852.9984
58000,1.8819,41,2396,602,1781,543,35.37,-118.97,120707.6066,160865.7321,338931.3082,340977.351,408594.382
57500,1.375,35,1673,426,1041,413,35.38,-118.97,121682.2131,161877.5622,339895.0797,340253.0361,407852.9984
51000,1.4024,26,1317,374,1025,304,35.38,-118.99,120823.4226,162635.6817,340801.9353,338877.7476,406502.0768
57500,1.3451,30,1390,361,1116,298,35.38,-118.99,120823.4226,162635.6817,340801.9353,338877.7476,406502.0768
49100,1.4146,22,1812,457,1592,420,35.39,-118.98,122230.5975,163265.2411,341310.9028,338841.3079,406436.2764
54800,1.4786,24,1807,465,1460,410,35.38,-118.98,121250.1487,162254.4907,340347.5633,339564.9082,407177.1197
50800,1.625,34,1020,247,795,228,35.38,-118.98,121250.1487,162254.4907,340347.5633,339564.9082,407177.1197
49400,0.8639,28,1171,299,1193,273,35.38,-118.98,121250.1487,162254.4907,340347.5633,339564.9082,407177.1197
48800,1.6009,39,2228,542,1516,435,35.39,-118.99,121807.3583,163644.0312,341763.9392,338152.7637,405760.0865
55400,1.8319,36,1438,348,1054,341,35.39,-118.99,121807.3583,163644.0312,341763.9392,338152.7637,405760.0865
70100,2.5083,52,2805,573,1325,522,35.39,-118.99,121807.3583,163644.0312,341763.9392,338152.7637,405760.0865
50700,1.1875,29,607,177,476,143,35.39,-118.98,122230.5975,163265.2411,341310.9028,338841.3079,406436.2764
46900,1.2618,32,2620,682,2375,684,35.39,-118.98,122230.5975,163265.2411,341310.9028,338841.3079,406436.2764
55500,2.2212,41,303,78,216,80,35.37,-119,119416.8781,162016.5574,340298.4427,338920.021,406572.6941
57400,1.4773,36,832,198,814,174,35.37,-118.99,119841.7253,161628.6909,339840.8457,339604.8226,407245.749
58100,1.7292,38,918,220,743,222,35.37,-118.99,119841.7253,161628.6909,339840.8457,339604.8226,407245.749
57900,1.1638,35,825,179,670,181,35.37,-118.98,120271.9874,161245.0723,339385.1316,340290.6012,407919.6464
42500,1.4125,52,425,119,380,97,35.37,-118.97,120707.6066,160865.7321,338931.3082,340977.351,408594.382
57500,1.1944,44,434,110,274,86,35.38,-119.01,119986.2118,163410.7312,341716.3148,337506.3521,405154.515
67500,1.075,52,114,26,158,26,35.38,-119.01,119986.2118,163410.7312,341716.3148,337506.3521,405154.515
47500,1.9125,35,120,35,477,41,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859
66000,1.4779,44,593,136,364,121,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859
60000,0.8054,52,90,35,36,31,35.38,-119.02,119575.8409,163804.5298,342176.3072,336822.1292,404482.0046
63800,1.1875,48,346,92,129,63,35.38,-119.02,119575.8409,163804.5298,342176.3072,336822.1292,404482.0046
72500,2.0455,52,191,52,106,49,35.39,-119.02,120570.1112,164805.5861,343134.292,336092.9715,403736.5583
84400,1.7321,45,629,143,568,139,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859
91800,3,38,2122,394,843,410,35.38,-119.03,119171.0356,164202.471,342638.1579,336138.8974,403810.3467
147100,2.7312,52,1695,290,540,260,35.38,-119.03,119171.0356,164202.471,342638.1579,336138.8974,403810.3467
126600,1.6786,52,1503,367,554,277,35.37,-119.03,118175.4063,163205.34,341682.4559,336871.5382,404558.6262
82700,2.875,44,1618,310,667,300,35.37,-119.04,117772.7993,163609.8936,342147.509,336190.7046,403888.9833
118700,2.9821,28,4513,764,1593,763,35.39,-119.03,120168.7047,165201.0675,343594.7992,335408.3408,403063.7434
66900,1.8362,36,1942,414,1051,411,35.36,-119.04,116775.7865,162616.782,341194.1121,336926.8148,404640.0862
84700,3.6548,30,4635,800,2307,754,35.36,-119.05,116375.4353,163027.9707,341662.37,336248.3912,403972.4661
118400,3.3261,16,4507,1049,2261,959,35.36,-119.05,116375.4353,163027.9707,341662.37,336248.3912,403972.4661
110700,4.6705,19,5254,894,2155,831,35.36,-119.07,115592.1635,163862.5494,342604.396,334894.6012,402639.8414
123400,4.5791,12,6442,1116,2966,1092,35.36,-119.08,115209.3615,164285.8774,343078.1491,334219.2472,401974.8456
95200,4.3482,9,1228,234,409,212,35.36,-119.06,115980.8745,163443.2369,342132.4672,335570.9846,403305.7163
72300,2.6513,42,2508,483,1035,442,35.37,-119.03,118175.4063,163205.34,341682.4559,336871.5382,404558.6262
81300,3.9097,41,1944,363,977,388,35.36,-119.03,117181.8689,162209.7016,340727.7011,337606.2494,405308.5726
69500,3.0435,40,1533,312,771,306,35.36,-119.04,116775.7865,162616.782,341194.1121,336926.8148,404640.0862
75300,2.1818,46,1637,338,714,297,35.37,-119.04,117772.7993,163609.8936,342147.509,336190.7046,403888.9833
61600,1.7213,44,2687,620,1521,549,35.37,-119.02,118583.6605,162804.9124,341219.2554,337553.3728,405229.1285
70000,2.2827,48,1833,396,947,363,35.36,-119.02,117593.6229,161806.7607,340263.1446,338286.6888,405977.9208
73700,2.5062,47,1631,340,847,315,35.36,-119.02,117593.6229,161806.7607,340263.1446,338286.6888,405977.9208
76800,1.9671,41,2551,594,1342,595,35.36,-119.03,117181.8689,162209.7016,340727.7011,337606.2494,405308.5726
57800,1.8801,38,1702,380,1191,366,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859
60700,1.6797,38,1838,388,1203,373,35.36,-119.01,118010.9894,161407.9902,339800.4501,338968.1269,406648.1265
57000,1.2157,36,2658,626,1490,529,35.36,-119.01,118010.9894,161407.9902,339800.4501,338968.1269,406648.1265
51600,1.056,24,1941,484,1277,435,35.36,-119.01,118010.9894,161407.9902,339800.4501,338968.1269,406648.1265
46700,1.2469,33,821,181,579,172,35.37,-119.01,118997.5038,162408.6414,340757.9152,338236.2024,405900.4859
43600,0.9407,40,850,227,764,186,35.36,-119,118433.9089,161013.4211,339339.6254,339650.5577,407319.1857
42500,1.25,39,896,217,805,197,35.36,-119,118433.9089,161013.4211,339339.6254,339650.5577,407319.1857
48700,1.4015,35,1164,277,992,284,35.35,-119,117453.2399,160011.7228,338381.7443,340383.1571,408067.3394
48600,1.7375,35,1021,280,1258,239,35.36,-119,118433.9089,161013.4211,339339.6254,339650.5577,407319.1857
47100,0.9675,36,1562,398,1223,329,35.37,-118.98,120271.9874,161245.0723,339385.1316,340290.6012,407919.6464
49400,1.6981,29,1244,266,933,227,35.36,-118.98,119296.1699,160237.011,338423.6156,341018.3738,408663.8472
42700,1.2617,15,1482,338,1059,279,35.36,-118.98,119296.1699,160237.011,338423.6156,341018.3738,408663.8472
47800,1.1136,18,1524,354,1210,344,35.36,-118.99,118862.3221,160623.0844,338880.678,340333.9753,407991.094
49300,1.2232,31,1498,359,1168,340,35.36,-118.99,118862.3221,160623.0844,338880.678,340333.9753,407991.094
76200,3.1281,19,2714,512,1823,500,35.36,-118.94,121084.7272,158735.9676,336614.3689,343765.6581,411363.2263
54700,2.1078,30,2294,508,1753,482,35.36,-118.95,120629.7305,159104.6794,337063.8148,343077.395,410687.1349
53400,1.9612,32,1025,259,874,236,35.37,-118.96,121148.5249,160490.7006,338479.3829,341665.0661,409269.9518
54000,2.4848,35,2285,497,1738,480,35.36,-118.96,120179.933,159477.7777,337515.1763,342390.0894,410011.8718
48900,1.7197,34,1379,333,1156,315,35.37,-118.97,120707.6066,160865.7321,338931.3082,340977.351,408594.382
46700,1.5743,31,1418,306,1219,312,35.36,-118.97,119735.3932,159855.2318,337968.4458,341703.7471,409337.4412
78700,3.2738,29,3480,608,2007,541,35.32,-118.95,116796.0522,155056.6184,333210.7395,345992.5939,413666.869
33200,1.7614,21,496,131,511,124,35.35,-118.98,118322.7541,159230.3326,337463.023,341748.2124,409409.7129
49800,1.6632,27,1615,355,1380,332,35.35,-118.99,117885.2701,159618.8884,337921.4402,341065.1925,408738.1024
52900,1.6786,36,1590,367,1311,390,35.33,-118.99,115938.4572,157614.8357,336005.7858,342533.7672,410237.0738
36600,0.9288,26,875,199,567,204,35.32,-118.99,114968.8199,156615.0344,335049.3855,343271.0984,410989.0185
62100,2.2155,31,2931,716,1969,588,35.35,-119,117453.2399,160011.7228,338381.7443,340383.1571,408067.3394
45600,1.1786,32,1293,317,1109,286,35.35,-118.99,117885.2701,159618.8884,337921.4402,341065.1925,408738.1024
58000,2.1875,34,1354,325,922,304,35.35,-119.01,117026.724,160408.8045,338843.9277,339702.1122,407397.4279
63700,3.0208,44,1730,343,782,278,35.34,-119.01,116044.7648,159411.1118,337888.3559,340438.1449,408148.3807
63300,1.983,42,1239,251,776,272,35.35,-119.02,116605.7828,160810.1019,339307.9827,339022.0637,406728.3722
57900,1.9125,39,598,149,366,132,35.35,-119.01,117026.724,160408.8045,338843.9277,339702.1122,407397.4279
76000,2.2407,38,1472,305,670,282,35.35,-119.02,116605.7828,160810.1019,339307.9827,339022.0637,406728.3722
65800,2.3125,38,1463,294,692,295,35.34,-119.02,115620.1963,159814.9638,338353.7778,339759.4842,407480.4737
71900,2.7256,36,3474,645,1679,616,35.34,-119.03,115201.2859,160223.0138,338821.0654,339081.8296,406813.4291
73700,2.6875,34,1441,294,695,275,35.35,-119.03,116190.4769,161215.5835,339773.9016,338343.0177,406060.1766
73000,2.5644,31,1607,336,817,307,35.35,-119.04,115780.8671,161625.2178,340241.6767,337664.9802,405392.8453
85000,3.1753,27,4590,897,2212,894,35.35,-119.04,115780.8671,161625.2178,340241.6767,337664.9802,405392.8453
69900,2.575,20,9351,2139,4584,1953,35.35,-119.06,114978.978,162456.8187,341182.7651,336311.9552,404060.7927
175000,2.6637,14,3580,984,1933,912,35.34,-119.05,114380.6869,161051.5796,339761.2068,337729.563,405481.9444
87200,2.9438,18,12707,2685,7009,2552,35.33,-119.05,113386.5096,160065.8191,338812.0973,338473.195,406239.1423
106200,4.0529,17,2387,437,1204,423,35.34,-119.05,114380.6869,161051.5796,339761.2068,337729.563,405481.9444
86200,2.4123,24,4119,865,1294,879,35.35,-119.07,114586.8201,162878.7223,341656.0631,335636.98,403396.0801
134100,4.8839,16,4201,786,1667,724,35.34,-119.07,113583.4637,161896.5534,340708.7186,336381.3942,404153.961
103400,5.1036,4,8574,1489,4250,1444,35.33,-119.12,110677.2957,163112.0036,342169.9239,333782.7357,401614.8938
131000,4.0327,5,4597,1071,1916,870,35.35,-119.1,113446.219,164168.4683,343086.881,333618.2782,401407.2494
245800,10.5941,18,4070,512,1580,540,35.34,-119.08,113193.7729,162325.1134,341185.2193,335708.8618,403491.2931
176300,7.1837,20,892,129,331,135,35.35,-119.08,114200.6007,163304.6527,342131.1868,334963.0379,402732.2491
224100,8.5325,14,2113,256,842,265,35.35,-119.09,113820.3802,163734.5785,342608.1287,334290.1352,402069.3041
118500,5.4449,16,1535,238,768,236,35.34,-119.08,113193.7729,162325.1134,341185.2193,335708.8618,403491.2931
130100,4.1528,15,1474,235,768,238,35.34,-119.08,113193.7729,162325.1134,341185.2193,335708.8618,403491.2931
170300,6.759,4,6640,898,3121,902,35.33,-119.1,111420.74,162221.7424,341201.4778,335117.602,402931.6319
106300,5.0012,8,11609,2141,5696,2100,35.32,-119.08,111186.1265,160371.2142,339296.3015,337206.5554,405014.2653
142900,4.997,9,7085,1148,3084,1052,35.33,-119.09,111801.7733,161782.524,340719.9596,335786.6273,403591.3525
70700,3.569,15,3944,746,2355,757,35.32,-119.06,111985.752,159507.4707,338339.5852,338547.0385,406335.8474
100700,3.406,13,9027,1901,4870,1797,35.33,-119.07,112582.1474,160916.0731,339762.3709,337127.8303,404913.4746
82800,3.8117,14,5264,1064,3278,1049,35.33,-119.06,112981.3617,160488.9053,339286.3159,337799.9955,405575.8675
71400,3.4286,34,2861,510,1375,486,35.34,-119.02,115620.1963,159814.9638,338353.7778,339759.4842,407480.4737
84700,2.1553,26,3691,826,2072,827,35.33,-119.02,114636.9218,158821.3753,337400.5379,340498.937,408234.216
84700,2.7083,21,3057,698,1627,680,35.33,-119.03,114214.353,159232.0216,337869.2006,339822.6718,407568.3209
68500,3.0486,34,2221,436,1131,408,35.34,-119.03,115201.2859,160223.0138,338821.0654,339081.8296,406813.4291
46700,1.5625,36,973,219,613,187,35.34,-119.01,116044.7648,159411.1118,337888.3559,340438.1449,408148.3807
39400,1.5429,42,1120,255,677,213,35.33,-119.01,115065.1708,158414.9405,336933.7427,341176.2119,408900.976
53800,1.9417,35,991,221,620,207,35.33,-119,115499.037,158012.7498,336468.8228,341854.4906,409568.5967
63700,2.4234,32,3068,628,1897,607,35.33,-119.01,115065.1708,158414.9405,336933.7427,341176.2119,408900.976
65800,2.75,35,2053,412,1193,387,35.33,-119.02,114636.9218,158821.3753,337400.5379,340498.937,408234.216
56500,1.5357,35,1650,390,1145,343,35.34,-119.02,115620.1963,159814.9638,338353.7778,339759.4842,407480.4737
59500,1.6575,35,1576,405,870,282,35.32,-118.99,114968.8199,156615.0344,335049.3855,343271.0984,410989.0185
56200,2.9402,33,2248,434,1461,405,35.3,-118.99,113037.4066,154620.0262,333139.4794,344751.7835,412497.7814
53300,1.6522,37,1337,275,767,273,35.31,-119,113554.7565,156019.8634,334559.7428,343333.9162,411076.3936
109800,3.6852,3,2821,519,1353,495,35.3,-119.09,108788.8735,158867.8378,337895.3594,338046.3622,405886.5542
50000,1.2,20,37,11,34,8,35.32,-119.04,112809.2223,158660.0999,337390.2211,339891.6726,407660.9672
93600,3.4827,11,7035,1455,3525,1387,35.32,-119.05,112394.5389,159081.7223,337863.9802,339218.8397,406997.9673
92700,4.1957,11,2161,371,1267,388,35.31,-119.04,111823.2388,157675.0188,336441.7136,340637.9246,408420.259
100200,2.5575,12,2721,549,1294,523,35.32,-119.03,113229.7372,158242.6366,336918.3155,340565.531,408324.8429
82600,3.3529,14,2927,588,1821,561,35.32,-119.02,113656.019,157829.3653,336448.2713,341240.4088,408989.5901
88200,4.0631,9,10822,1994,6241,1906,35.3,-119.05,110417.4554,157118.6444,335970.757,340716.115,408520.4619
102900,4.1484,10,829,146,447,173,35.3,-119.03,111267.703,156268.8098,335019.5178,342057.248,409842.7415
81600,3.6369,10,7397,1369,4611,1310,35.3,-119.02,111701.5789,155850.2021,334546.6913,342729.3572,410505.1978
70000,2.596,23,4870,965,2717,928,35.32,-119.01,114088.0031,157420.3192,335980.0964,341916.3,409655.2046
74800,2.1006,19,7092,1517,4101,1436,35.31,-119.01,113113.3244,156427.2777,335027.4252,342658.396,410411.0576
80900,3.9054,7,8596,1597,4893,1520,35.3,-119.01,112141.1997,155435.8462,334075.7374,343402.4869,411168.526
97900,2.5804,25,3081,635,1830,591,35.27,-119.07,106620.3037,155070.4408,334105.689,341648.1629,409504.3363
118200,5.1457,5,6268,1003,3269,980,35.22,-119.13,99200.95209,153086.838,332409.2607,341549.8951,409494.0418
65000,3.125,6,80,16,66,21,35.24,-119.01,106365.9935,149522.8567,328386.7413,347908.207,415746.7638
77500,2.7659,10,7011,1453,4163,1307,35.28,-119.01,110204.8824,153457.9379,332175.346,344896.6019,412688.2733
91700,2.35,40,282,59,213,71,35.24,-118.99,107311.1349,148673.9699,327433.5247,349241.098,417062.4207
150000,1.1528,32,444,102,242,87,35.27,-118.99,110160.9727,151639.4522,330281.9821,346987.6749,414772.9761
113900,3.5,24,806,168,323,136,34.82,-118.93,69472.79216,106064.8722,285440.8246,386148.3579,454181.9472
116500,2.9891,18,3278,762,1338,550,34.83,-118.95,69193.45068,108049.0167,287406.6727,384093.2274,452127.3921
123500,3.1364,30,2817,604,1089,412,34.81,-118.95,67454.19957,106282.1091,285601.8293,385731.811,453766.8304
168400,4.5724,6,8733,1600,2006,736,34.83,-119.15,59737.98205,119944.7781,298421.8773,371953.0845,439961.7002
148200,3.0882,14,4054,787,1581,579,34.95,-119.16,71838.77105,130444.6113,309514.5897,361331.5873,429364.792
128300,4.0332,8,508,111,229,84,34.82,-118.93,69472.79216,106064.8722,285440.8246,386148.3579,454181.9472
52100,2.9187,21,2213,458,1250,440,35.06,-119.4,73826.19244,154173.1404,332631.9309,337704.512,405710.6384
30000,2.6389,45,973,183,500,177,35.07,-119.45,73885.79408,158142.1038,336374.4167,333901.9953,401891.557
68200,4.15,26,890,172,483,170,35.19,-119.42,87504.99058,166104.9883,345090.323,325666.9291,393700.5718
57900,3.0742,23,3827,696,1993,617,35.27,-119.5,95229.06005,177587.384,356572.8889,314196.6906,382231.007
37500,3.125,36,116,20,39,18,35.17,-119.48,84404.99309,168071.9817,346720.7642,323699.0476,391717.5099
52900,2.3912,34,3437,696,1783,608,35.16,-119.45,83726.17967,165411.1161,344149.9798,326335.2416,394358.7589
50800,2.8323,40,4164,812,1998,773,35.17,-119.46,84673.35929,166845.452,345586.0734,324900.0675,392923.7855
45800,2.5313,30,2943,697,1565,584,35.14,-119.46,81381.24299,164389.2846,342981.6203,327407.2814,395422.047
88300,3.9929,19,4190,690,1973,702,35.14,-119.47,81236.54862,165010.5068,343552.7036,326810.4765,394821.9484
75400,3.1592,33,5050,964,2293,919,35.15,-119.45,82630.82083,164589.2563,343280.324,327169.5233,395190.3193
26600,2.3013,34,1440,309,808,294,35.13,-119.45,80441.46882,162955.8623,341545.2256,328843.0125,396857.5544
26900,2.1955,46,2745,543,1423,482,35.13,-119.46,80284.67313,163577.4825,342116.2886,328246.2943,396257.5378
63800,2.9952,44,4599,877,2140,831,35.13,-119.47,80137.98093,164201.8518,342688.8829,327650.9432,395658.6312
69800,1.9718,32,2167,421,1301,394,35.4,-119.47,109893.823,187131.1042,366481.4244,305567.2701,373571.874
104700,2.8452,24,2585,480,1442,424,35.4,-119.42,110501.3864,184431.1381,363828.8127,308760.7817,376742.936
96900,4.4561,12,5589,941,3018,917,35.41,-119.12,118873.1552,170898.0887,349713.5768,327811.7236,395538.1394
88900,3.25,22,984,176,451,170,35.39,-119.11,117163.6276,168509.9933,347344.7978,329967.5762,397712.345
94300,4.5903,13,1264,202,552,187,35.39,-119.12,116814.5936,168941.2993,347821.6791,329292.1095,397047.3759
149000,4.4125,12,2835,471,1399,413,35.41,-119.19,116644.1521,173987.0071,353082.2776,323092.8905,390891.9464
157300,5.3119,6,7383,1095,3415,1059,35.37,-119.2,112146.1423,170619.0217,349834.2019,325438.6149,393295.1443
121000,4.4196,18,1521,269,706,279,35.38,-119.12,115787.6057,167965.3971,346877.206,330035.4292,397804.5059
82800,2.9453,37,2044,394,894,359,35.38,-119.11,116139.7694,167531.5254,346398.9665,330709.4624,398468.2953
146200,4.8266,13,4527,713,2170,671,35.37,-119.12,114762.2012,166991.1956,345933.7276,330780.8145,398563.2976
110400,2.1635,36,1253,259,932,249,35.5,-119.18,126420.23,182285.902,361085.0943,317129.1295,384781.3964
37500,2.2321,36,786,194,573,134,35.52,-119.28,126084.7324,188659.0294,367778.0223,308854.9381,376593.1094
65400,2.3533,39,2649,572,1815,547,35.49,-119.27,123070.2598,185326.0113,364481.9622,311751.8074,379523.4669
78600,4.2375,38,2536,409,1133,430,35.5,-119.26,124374.9935,185825.3374,364929.183,311685.4027,379431.5629
61100,2.8269,34,1367,329,796,319,35.5,-119.27,124147.0736,186283.1867,365417.2822,311009.8151,378766.9708
95800,3.2279,28,1089,179,544,190,35.51,-119.27,125224.5014,187242.0719,366353.5883,310270.0316,378012.2295
65800,2.4044,34,1923,379,1101,351,35.5,-119.28,123925.4356,186744.3797,365907.0454,310335.3351,378103.3142
58600,1.6944,28,3107,782,3260,738,35.5,-119.28,123925.4356,186744.3797,365907.0454,310335.3351,378103.3142
52100,1.7105,21,2171,483,1315,450,35.5,-119.27,124147.0736,186283.1867,365417.2822,311009.8151,378766.9708
64600,2.2071,34,2304,437,1506,403,35.49,-119.38,120965.9742,190604.6515,369973.9188,304412.0661,372289.6038
58800,2.4961,16,1584,309,1011,268,35.6,-119.34,130872.8713,199078.2316,378196.1893,298907.8306,366586.4392
125000,2.7,29,510,84,236,73,35.55,-119.36,126989.7159,195254.6845,374516.8735,301234.0588,369015.7918
63200,1.1903,13,1657,362,1186,376,35.58,-119.35,129165.9836,197629.9817,376816.0073,299691.329,367415.8387
71900,2.3934,33,3240,654,1809,616,35.59,-119.34,130432.4504,198120.8546,377260.1986,299637.9328,367333.7798
